y,m,d,h,c
2020,6,9,4,3
2020,6,9,8,2
2020,6,9,10,1
2020,6,9,16,1
2020,6,9,21,1
2020,6,9,22,4
2020,6,10,7,1
2020,6,10,12,2
2020,6,10,13,18
2020,6,10,14,2
2020,6,10,21,2
2020,6,10,22,2
2020,6,11,2,8
2020,6,11,4,2
2020,6,11,5,2
2020,6,11,8,2
2020,6,11,10,12
2020,6,11,11,5
2020,6,11,12,3
2020,6,11,13,6
2020,6,11,19,3
2020,6,11,21,3
2020,6,12,3,1
2020,6,12,9,2
2020,6,12,10,1
2020,6,12,11,4
2020,6,12,12,4
2020,6,12,13,4
2020,6,12,18,6
2020,6,12,19,3
2020,6,12,22,3
2020,6,13,7,1
2020,6,13,10,3
2020,6,13,11,1
2020,6,13,12,1
2020,6,13,21,1
2020,6,14,3,1
2020,6,14,8,5
2020,6,14,9,16
2020,6,14,12,15
2020,6,14,19,2
2020,6,14,20,1
2020,6,15,0,1
2020,6,15,5,2
2020,6,15,6,16
2020,6,15,7,1
2020,6,15,12,1
2020,6,15,14,1
2020,6,15,15,1
2020,6,16,8,1
2020,6,16,10,1
2020,6,16,22,1
2020,6,17,3,1
2020,6,17,7,1
2020,6,17,8,2
2020,6,17,10,4
2020,6,17,11,12
2020,6,17,12,9
2020,6,17,14,2
2020,6,17,15,10
2020,6,17,16,6
2020,6,17,17,5
2020,6,17,18,4
2020,6,17,20,3
2020,6,17,22,6
2020,6,17,23,5
2020,6,18,9,1
2020,6,18,12,1
2020,6,18,15,6
2020,6,18,21,2
2020,6,19,7,2
2020,6,19,18,1
2020,6,20,1,1
2020,6,20,3,1
2020,6,20,9,1
2020,6,20,15,1
2020,6,20,20,1
2020,6,21,8,1
2020,6,21,11,1
2020,6,21,12,1
2020,6,21,14,12
2020,6,21,17,2
2020,6,22,9,1
2020,6,22,11,1
2020,6,22,15,1
2020,6,22,23,9
2020,6,23,2,2
2020,6,23,3,5
2020,6,23,8,1
2020,6,23,9,10
2020,6,23,12,6
2020,6,23,15,3
2020,6,23,18,1
2020,6,23,19,1
2020,6,23,21,11
2020,6,23,22,5
2020,6,23,23,1
2020,6,24,8,1
2020,6,24,10,4
2020,6,24,12,6
2020,6,24,15,52
2020,6,24,16,2
2020,6,24,18,1
2020,6,24,19,5
2020,6,24,20,6
2020,6,24,21,4
2020,6,24,22,20
2020,6,24,23,3
2020,6,25,8,1
2020,6,25,9,1
2020,6,25,12,2
2020,6,25,13,2
2020,6,26,0,1
2020,6,26,6,1
2020,6,26,7,1
2020,6,26,10,4
2020,6,26,12,1
2020,6,26,14,11
2020,6,26,15,11
2020,6,26,16,13
2020,6,26,17,2
2020,6,26,18,8
2020,6,26,19,2
2020,6,26,21,2
2020,6,27,6,1
2020,6,27,10,4
2020,6,27,11,1
2020,6,27,12,3
2020,6,27,13,4
2020,6,27,14,7
2020,6,27,17,2
2020,6,27,20,2
2020,6,27,23,1
2020,6,28,7,1
2020,6,28,8,1
2020,6,28,13,1
2020,6,28,19,2
2020,6,28,21,1
2020,6,29,1,1
2020,6,29,6,9
2020,6,29,7,2
2020,6,29,8,6
2020,6,29,13,1
2020,6,30,1,12
2020,6,30,2,8
2020,6,30,3,2
2020,6,30,4,4
2020,6,30,10,1
2020,6,30,13,9
2020,6,30,14,5
2020,6,30,15,11
2020,6,30,16,22
2020,6,30,17,15
2020,6,30,18,18
2020,6,30,19,25
2020,6,30,20,26
2020,6,30,21,36
2020,6,30,22,15
2020,6,30,23,8
2020,7,1,6,1
2020,7,1,8,1
2020,7,1,10,1
2020,7,1,12,1
2020,7,1,14,4
2020,7,1,18,1
2020,7,2,0,1
2020,7,2,4,1
2020,7,2,8,1
2020,7,2,9,1
2020,7,2,15,1
2020,7,2,19,1
2020,7,2,20,5
2020,7,2,23,1
2020,7,3,1,4
2020,7,3,9,2
2020,7,4,1,1
2020,7,4,2,3
2020,7,4,5,2
2020,7,4,9,1
2020,7,4,10,1
2020,7,4,11,1
2020,7,5,2,1
2020,7,5,7,1
2020,7,5,10,1
2020,7,5,11,1
2020,7,5,15,1
2020,7,5,20,1
2020,7,6,3,1
2020,7,6,11,5
2020,7,6,13,1
2020,7,6,17,2
2020,7,6,20,4
2020,7,6,22,1
2020,7,7,2,1
2020,7,7,4,4
2020,7,7,5,3
2020,7,7,6,4
2020,7,7,7,2
2020,7,7,15,2
2020,7,8,3,2
2020,7,8,7,2
2020,7,8,20,1
2020,7,9,1,1
2020,7,9,5,5
2020,7,9,9,3
2020,7,9,10,1
2020,7,9,12,1
2020,7,9,18,1
2020,7,9,20,1
2020,7,9,21,1
2020,7,10,8,2
2020,7,11,2,2
2020,7,11,4,4
2020,7,11,5,1
2020,7,11,9,3
2020,7,11,11,1
2020,7,11,13,1
2020,7,11,14,1
2020,7,11,15,1
2020,7,11,16,1
2020,7,11,19,1
2020,7,12,7,4
2020,7,12,10,2
2020,7,12,22,1
2020,7,13,6,1
2020,7,13,7,1
2020,7,13,8,1
2020,7,13,10,5
2020,7,13,11,1
2020,7,13,12,2
2020,7,13,13,3
2020,7,13,14,10
2020,7,13,15,20
2020,7,13,16,2
2020,7,13,17,5
2020,7,13,18,20
2020,7,13,21,2
2020,7,13,23,1
2020,7,14,1,1
2020,7,14,2,10
2020,7,14,15,2
2020,7,14,16,6
2020,7,14,17,1
2020,7,14,20,8
2020,7,14,21,4
2020,7,14,22,3
2020,7,15,2,1
2020,7,15,4,10
2020,7,15,11,11
2020,7,15,12,8
2020,7,15,13,18
2020,7,15,14,1
2020,7,16,8,2
2020,7,16,10,1
2020,7,16,12,4
2020,7,16,18,1
2020,7,16,21,1
2020,7,16,22,3
2020,7,16,23,1
2020,7,17,5,1
2020,7,17,9,1
2020,7,17,14,1
2020,7,17,19,2
2020,7,18,10,2
2020,7,18,12,1
2020,7,18,21,1
2020,7,19,1,1
2020,7,19,11,2
2020,7,19,17,1
2020,7,19,21,1
2020,7,20,1,1
2020,7,20,12,2
2020,7,20,13,1
2020,7,20,16,1
2020,7,20,17,2
2020,7,21,12,5
2020,7,21,14,1
2020,7,21,16,3
2020,7,21,20,1
2020,7,21,22,1
2020,7,22,6,1
2020,7,22,22,1
2020,7,23,6,2
2020,7,23,9,1
2020,7,23,16,1
2020,7,24,10,1
2020,7,24,12,3
2020,7,24,13,11
2020,7,24,14,21
2020,7,24,15,2
2020,7,24,17,20
2020,7,24,18,4
2020,7,25,5,14
2020,7,25,6,4
2020,7,25,7,6
2020,7,25,8,2
2020,7,26,18,2
2020,7,27,6,10
2020,7,27,7,4
2020,7,27,9,2
2020,7,27,11,6
2020,7,27,12,3
2020,7,27,14,2
2020,7,27,18,22
2020,7,28,6,1
2020,7,28,8,2
2020,7,28,9,10
2020,7,28,10,9
2020,7,28,12,14
2020,7,28,13,2
2020,7,28,19,16
2020,7,28,20,4
2020,7,29,2,1
2020,7,29,5,3
2020,7,29,6,34
2020,7,29,7,9
2020,7,29,14,1
2020,7,29,15,1
2020,7,30,12,1
2020,7,30,15,1
2020,7,30,23,1
2020,7,31,23,1
2020,8,1,10,1
2020,8,1,15,1
2020,8,1,16,1
2020,8,1,21,8
2020,8,1,22,1
2020,8,2,8,2
2020,8,2,9,5
2020,8,2,17,1
2020,8,3,8,1
2020,8,3,16,1
2020,8,4,21,1
2020,8,4,22,2
2020,8,5,4,2
2020,8,5,5,1
2020,8,5,7,2
2020,8,5,8,2
2020,8,5,9,2
2020,8,5,18,4
2020,8,5,22,1
2020,8,6,4,1
2020,8,6,6,1
2020,8,6,7,3
2020,8,6,8,3
2020,8,6,9,1
2020,8,6,10,3
2020,8,6,11,1
2020,8,7,1,1
2020,8,7,7,1
2020,8,8,3,3
2020,8,8,11,1
2020,8,9,8,1
2020,8,9,10,1
2020,8,9,12,1
2020,8,9,19,3
2020,8,9,20,5
2020,8,10,11,1
2020,8,10,13,1
2020,8,11,8,1
2020,8,12,0,1
2020,8,12,15,3
2020,8,12,17,1
2020,8,12,19,2
2020,8,12,22,1
2020,8,13,13,1
2020,8,13,14,1
2020,8,13,16,1
2020,8,13,18,1
2020,8,13,19,1
2020,8,15,10,1
2020,8,15,15,1
2020,8,15,16,1
2020,8,16,16,1
2020,8,17,11,1
2020,8,17,13,3
2020,8,17,19,2
2020,8,17,21,1
2020,8,17,22,2
2020,8,19,2,1
2020,8,20,2,1
2020,8,20,10,1
2020,8,21,17,1
2020,8,22,2,1
2020,8,22,11,1
2020,8,22,17,1
2020,8,22,22,1
2020,8,24,4,1
2020,8,25,1,1
2020,8,25,8,5
2020,8,25,9,1
2020,8,25,13,3
2020,8,26,5,1
2020,8,26,11,2
2020,8,26,13,5
2020,8,28,4,1
2020,8,28,19,1
2020,8,29,18,2
2020,8,30,19,1
2020,8,31,6,1
2020,8,31,7,3
2020,8,31,10,1
2020,8,31,15,1
2020,8,31,17,1
2020,8,31,18,4
2020,9,1,12,1
2020,9,2,10,1
2020,9,3,6,1
2020,9,3,9,1
2020,9,4,7,1
2020,9,4,14,1
2020,9,5,10,7
2020,9,5,13,1
2020,9,5,21,2
2020,9,6,8,1
2020,9,7,7,1
2020,9,7,10,2
2020,9,9,8,1
2020,9,10,17,1
2020,9,10,20,2
2020,9,11,23,2
2020,9,12,14,1
2020,9,13,7,1
2020,9,13,15,2
2020,9,14,23,1
2020,9,15,7,1
2020,9,18,15,1
2020,9,19,4,11
2020,9,20,16,3
2020,9,20,17,13
2020,9,21,4,1
2020,9,21,11,1
2020,9,21,12,1
2020,9,22,6,1
2020,9,22,12,1
2020,9,22,16,3
2020,9,22,17,2
2020,9,23,0,2
2020,9,23,15,1
2020,9,23,20,2
2020,9,24,8,1
2020,9,24,11,1
2020,9,25,2,1
2020,9,27,19,1
2020,9,28,9,2
2020,9,28,14,1
2020,9,28,15,2
2020,9,29,21,1
2020,9,30,5,1
2020,9,30,11,2
2020,9,30,14,1
2020,9,30,20,9
2020,10,2,9,2
2020,10,4,0,1
2020,10,4,2,1
2020,10,6,16,1
2020,10,7,4,1
2020,10,7,13,1
2020,10,7,16,1
2020,10,7,17,1
2020,10,9,9,4
2020,10,9,10,7
2020,10,9,11,3
2020,10,9,12,1
2020,10,9,13,15
2020,10,9,19,1
2020,10,9,21,1
2020,10,10,4,6
2020,10,10,5,5
2020,10,10,8,1
2020,10,11,4,1
2020,10,11,10,1
2020,10,11,18,2
2020,10,11,19,1
2020,10,12,7,1
2020,10,12,11,1
2020,10,12,20,1
2020,10,13,2,1
2020,10,13,12,1
2020,10,13,13,4
2020,10,13,14,2
2020,10,13,15,1
2020,10,13,18,1
2020,10,13,22,1
2020,10,13,23,1
2020,10,14,9,1
2020,10,14,10,1
2020,10,14,12,3
2020,10,14,13,1
2020,10,14,14,3
2020,10,15,8,2
2020,10,15,9,2
2020,10,15,16,6
2020,10,16,10,6
2020,10,16,11,3
2020,10,16,15,1
2020,10,17,8,1
2020,10,17,21,12
2020,10,17,22,1
2020,10,18,7,1
2020,10,18,8,2
2020,10,19,13,1
2020,10,19,14,4
2020,10,19,15,2
2020,10,19,18,1
2020,10,19,21,1
2020,10,19,22,1
2020,10,19,23,3
2020,10,20,9,1
2020,10,20,10,1
2020,10,20,14,3
2020,10,20,15,6
2020,10,21,9,2
2020,10,21,17,1
2020,10,21,18,1
2020,10,21,19,1
2020,10,22,8,3
2020,10,22,9,2
2020,10,22,15,1
2020,10,22,16,3
2020,10,22,17,3
2020,10,22,20,1
2020,10,22,21,1
2020,10,23,11,1
2020,10,23,12,1
2020,10,23,20,1
2020,10,23,22,3
2020,10,24,12,1
2020,10,25,0,3
2020,10,25,16,3
2020,10,25,21,1
2020,10,26,0,5
2020,10,26,9,1
2020,10,26,20,1
2020,10,27,1,11
2020,10,27,2,30
2020,10,27,3,2
2020,10,27,4,24
2020,10,27,12,2
2020,10,27,13,5
2020,10,27,14,3
2020,10,27,15,5
2020,10,27,16,2
2020,10,28,1,4
2020,10,28,2,6
2020,10,28,21,5
2020,10,29,12,1
2020,10,29,18,1
2020,10,29,19,1
2020,10,31,23,6
2020,11,1,0,1
2020,11,1,14,1
2020,11,1,20,1
2020,11,1,21,1
2020,11,2,2,1
2020,11,2,6,2
2020,11,2,7,3
2020,11,2,8,6
2020,11,2,9,2
2020,11,2,11,2
2020,11,2,17,2
2020,11,3,7,1
2020,11,3,12,2
2020,11,3,13,2
2020,11,5,22,1
2020,11,7,2,4
2020,11,7,11,2
2020,11,7,14,1
2020,11,7,15,1
2020,11,7,19,11
2020,11,8,22,1
2020,11,10,17,1
2020,11,12,13,3
2020,11,13,9,1
2020,11,13,10,2
2020,11,13,11,2
2020,11,13,12,2
2020,11,13,17,1
2020,11,13,20,2
2020,11,13,22,2
2020,11,14,7,1
2020,11,14,10,1
2020,11,16,6,1
2020,11,16,7,1
2020,11,16,10,1
2020,11,16,13,4
2020,11,16,14,1
2020,11,18,0,1
2020,11,18,15,2
2020,11,18,20,1
2020,11,18,21,2
2020,11,20,18,3
2020,11,21,19,1
2020,11,22,14,2
2020,11,23,2,5
2020,11,24,6,2
2020,11,24,7,2
2020,11,24,8,2
2020,11,24,11,1
2020,11,24,12,2
2020,11,25,7,1
2020,11,25,10,1
2020,11,25,11,1
2020,11,26,3,1
2020,11,28,13,12
2020,11,28,16,1
2020,11,28,22,1
2020,11,28,23,6
2020,11,29,4,3
2020,11,29,12,1
2020,11,29,19,1
2020,11,30,4,2
2020,11,30,14,3
2020,11,30,22,1
2020,12,1,5,2
2020,12,1,9,3
2020,12,1,10,1
2020,12,1,11,1
2020,12,1,13,2
2020,12,1,15,2
2020,12,1,18,2
2020,12,5,21,1
2020,12,7,6,2
2020,12,7,10,1
2020,12,7,13,1
2020,12,10,12,3
2020,12,10,13,1
2020,12,10,18,1
2020,12,12,17,1
2020,12,12,20,1
2020,12,15,0,1
2020,12,15,7,1
2020,12,17,17,2
2020,12,17,22,1
2020,12,19,21,1
2020,12,21,19,3
2020,12,22,9,1
2020,12,23,16,4
2020,12,23,18,7
2020,12,26,0,1
2020,12,26,8,3
2020,12,26,15,5
2020,12,27,5,3
2020,12,27,16,1
2020,12,27,17,1
2020,12,27,20,1
2020,12,27,23,3
2020,12,28,20,1
2020,12,28,21,1
2020,12,29,11,1
2020,12,29,17,1
2020,12,29,20,1
2020,12,30,0,2
2020,12,31,4,1
2021,1,1,2,1
2021,1,1,14,1
2021,1,2,9,1
2021,1,2,19,3
2021,1,2,20,1
2021,1,2,23,1
2021,1,3,19,2
2021,1,3,21,1
2021,1,4,15,3
2021,1,4,16,2
2021,1,5,4,1
2021,1,6,11,1
2021,1,6,12,1
2021,1,6,20,1
2021,1,7,14,3
2021,1,9,15,35
2021,1,10,12,2
2021,1,12,22,2
2021,1,13,19,1
2021,1,15,14,1
2021,1,16,11,1
2021,1,16,12,2
2021,1,16,13,5
2021,1,17,15,3
2021,1,19,8,1
2021,1,21,11,1
2021,1,23,1,4
2021,1,24,12,1
2021,1,24,20,1
2021,1,26,14,6
2021,1,27,15,1
2021,1,27,21,1
2021,1,28,0,3
2021,1,28,8,1
2021,1,28,18,1
2021,1,30,13,2
2021,1,30,19,4
2021,2,1,10,1
2021,2,1,12,1
2021,2,2,10,17
2021,2,2,11,17
2021,2,2,23,2
2021,2,3,1,1
2021,2,3,13,2
2021,2,4,11,1
2021,2,4,12,1
2021,2,4,23,1
2021,2,5,8,1
2021,2,5,11,2
2021,2,5,20,1
2021,2,6,5,2
2021,2,6,13,2
2021,2,6,14,11
2021,2,6,16,6
2021,2,6,17,3
2021,2,7,15,2
2021,2,7,21,1
2021,2,8,22,1
2021,2,9,18,1
2021,2,9,19,1
2021,2,11,21,2
2021,2,12,6,3
2021,2,12,9,2
2021,2,12,10,4
2021,2,12,19,2
2021,2,13,6,2
2021,2,13,10,2
2021,2,13,12,1
2021,2,13,15,1
2021,2,13,22,9
2021,2,14,10,25
2021,2,14,11,6
2021,2,15,15,2
2021,2,15,16,5
2021,2,16,2,1
2021,2,16,11,7
2021,2,16,12,13
2021,2,16,13,11
2021,2,16,15,1
2021,2,16,17,1
2021,2,17,9,13
2021,2,17,10,4
2021,2,17,11,4
2021,2,18,7,4
2021,2,18,9,1
2021,2,18,19,1
2021,2,19,10,2
2021,2,19,12,1
2021,2,19,13,8
2021,2,19,14,9
2021,2,19,15,18
2021,2,19,16,1
2021,2,19,19,5
2021,2,19,20,6
2021,2,19,21,5
2021,2,19,22,1
2021,2,19,23,3
2021,2,20,7,1
2021,2,20,10,4
2021,2,20,11,11
2021,2,20,12,4
2021,2,20,13,18
2021,2,20,14,1
2021,2,20,15,1
2021,2,20,16,3
2021,2,20,17,15
2021,2,20,18,1
2021,2,21,12,10
2021,2,21,13,1
2021,2,21,14,2
2021,2,21,19,1
2021,2,21,20,2
2021,2,22,19,1
2021,2,22,21,1
2021,2,23,11,2
2021,2,23,13,4
2021,2,23,21,4
2021,2,24,6,3
2021,2,24,7,14
2021,2,24,8,7
2021,2,24,9,5
2021,2,24,10,6
2021,2,24,15,1
2021,2,24,16,2
2021,2,24,17,15
2021,2,24,19,8
2021,2,24,23,1
2021,2,25,11,4
2021,2,25,12,1
2021,2,25,13,2
2021,2,25,18,4
2021,2,26,3,9
2021,2,26,7,1
2021,2,26,19,1
2021,2,28,8,6
2021,3,2,1,1
2021,3,2,5,1
2021,3,2,8,1
2021,3,2,10,1
2021,3,2,18,1
2021,3,3,1,1
2021,3,3,11,1
2021,3,3,22,4
2021,3,3,23,2
2021,3,4,5,2
2021,3,4,15,1
2021,3,4,17,1
2021,3,5,4,1
2021,3,5,19,1
2021,3,6,23,1
2021,3,7,17,1
2021,3,10,11,2
2021,3,10,13,3
2021,3,10,14,2
2021,3,11,1,1
2021,3,11,8,2
2021,3,11,12,3
2021,3,12,11,1
2021,3,12,19,1
2021,3,13,10,1
2021,3,14,15,2
2021,3,15,19,1
2021,3,17,6,1
2021,3,20,21,1
2021,3,21,14,1
2021,3,21,15,1
2021,3,22,10,1
2021,3,24,5,4
2021,3,24,22,1
2021,3,26,11,1
2021,3,29,0,12
2021,3,29,1,3
2021,3,29,4,3
2021,3,29,10,1
2021,3,29,11,1
2021,3,29,12,1
2021,3,29,21,8
2021,4,1,23,1
2021,4,3,21,4
2021,4,5,0,2
2021,4,5,22,1
2021,4,6,2,13
2021,4,6,4,1
2021,4,6,18,1
2021,4,8,8,1
2021,4,9,13,2
2021,4,10,3,1
2021,4,10,16,1
2021,4,10,17,1
2021,4,10,19,3
2021,4,11,12,1
2021,4,11,14,2
2021,4,11,19,1
2021,4,12,15,1
2021,4,12,17,1
2021,4,12,18,4
2021,4,13,5,1
2021,4,13,9,1
2021,4,13,20,3
2021,4,16,15,1
2021,4,17,19,1
2021,4,18,12,2
2021,4,20,8,1
2021,4,20,14,1
2021,4,20,15,1
2021,4,20,16,1
2021,4,21,12,2
2021,4,21,22,1
2021,4,22,13,2
2021,4,22,14,1
2021,4,22,20,1
2021,4,23,9,1
2021,4,23,14,1
2021,4,24,3,1
2021,4,26,12,1
2021,4,26,15,1
2021,4,29,14,3
2021,4,29,18,1
2021,4,29,20,5
2021,4,29,22,1
2021,4,29,23,1
2021,4,30,1,2
2021,4,30,19,1
2021,4,30,22,1
2021,5,1,7,5
2021,5,1,8,4
2021,5,1,17,1
2021,5,2,16,1
2021,5,3,10,1
2021,5,5,19,3
2021,5,5,20,2
2021,5,6,3,5
2021,5,6,14,1
2021,5,6,15,9
2021,5,6,16,6
2021,5,6,17,10
2021,5,6,18,14
2021,5,6,21,2
2021,5,6,23,1
2021,5,7,4,1
2021,5,7,14,3
2021,5,8,0,2
2021,5,8,10,2
2021,5,8,16,3
2021,5,9,21,1
2021,5,11,20,2
2021,5,11,21,3
2021,5,12,8,1
2021,5,13,12,10
2021,5,13,23,1
2021,5,15,11,1
2021,5,16,13,1
2021,5,17,16,1
2021,5,17,22,2
2021,5,19,9,1
2021,5,19,11,1
2021,5,19,18,2
2021,5,19,20,1
